Path	Sample Name	Tissue Category	Region ID	Total Regions	Region X Position	Region Y Position	Process Region ID	Distance from Process Region Edge (pixels)	Region Area (pixels)	Region Area (percent)	Region Compactness	Region Minor Axis	Region Major Axis	Region Axis Ratio	DAPI Min (Normalized Counts, Total Weighting)	DAPI Mean (Normalized Counts, Total Weighting)	DAPI Max (Normalized Counts, Total Weighting)	DAPI Std Dev (Normalized Counts, Total Weighting)	DAPI Total (Normalized Counts, Total Weighting)	CD68 (Opal 520) Min (Normalized Counts, Total Weighting)	CD68 (Opal 520) Mean (Normalized Counts, Total Weighting)	CD68 (Opal 520) Max (Normalized Counts, Total Weighting)	CD68 (Opal 520) Std Dev (Normalized Counts, Total Weighting)	CD68 (Opal 520) Total (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Min (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Mean (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Max (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Std Dev (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Total (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Min (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Mean (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Max (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Std Dev (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Total (Normalized Counts, Total Weighting)	CD8 (Opal 620) Min (Normalized Counts, Total Weighting)	CD8 (Opal 620) Mean (Normalized Counts, Total Weighting)	CD8 (Opal 620) Max (Normalized Counts, Total Weighting)	CD8 (Opal 620) Std Dev (Normalized Counts, Total Weighting)	CD8 (Opal 620) Total (Normalized Counts, Total Weighting)	CD3 (Opal 650) Min (Normalized Counts, Total Weighting)	CD3 (Opal 650) Mean (Normalized Counts, Total Weighting)	CD3 (Opal 650) Max (Normalized Counts, Total Weighting)	CD3 (Opal 650) Std Dev (Normalized Counts, Total Weighting)	CD3 (Opal 650) Total (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Min (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Mean (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Max (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Std Dev (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Total (Normalized Counts, Total Weighting)	Autofluorescence Min (Normalized Counts, Total Weighting)	Autofluorescence Mean (Normalized Counts, Total Weighting)	Autofluorescence Max (Normalized Counts, Total Weighting)	Autofluorescence Std Dev (Normalized Counts, Total Weighting)	Autofluorescence Total (Normalized Counts, Total Weighting)	Lab ID	Slide ID	TMA Sector	TMA Row	TMA Column	TMA Field	inForm 2.2.5800.23313
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	46		1102	830	#N/A	#N/A	1440	0.10 %	0.51	33.97	57.25	1.69	0.218	0.662	2.829	0.548	953.316	0.000	0.328	3.113	0.428	472.219	0.000	1.198	6.067	0.775	1724.558	1.626	11.705	33.008	7.911	16854.868	0.000	1.221	16.316	1.493	1757.827	0.000	0.039	0.397	0.056	56.228	0.000	0.326	2.083	0.421	469.857	0.000	0.758	1.364	0.209	1090.887			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	47		1298	852	#N/A	#N/A	2336	0.16 %	0.24	49.14	97.25	1.98	0.190	0.742	2.994	0.591	1732.857	0.000	0.749	5.915	0.918	1750.165	0.000	1.214	4.954	0.749	2836.891	0.719	10.790	33.219	6.812	25205.334	0.000	4.387	36.147	6.264	10247.428	0.000	0.076	0.796	0.112	177.248	0.000	0.232	2.130	0.327	542.365	0.000	0.832	1.728	0.260	1943.315			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	48		1018	848	#N/A	#N/A	864	0.06 %	0.50	31.98	44.09	1.38	0.194	0.573	2.928	0.544	495.280	0.000	0.147	1.005	0.165	126.861	0.000	1.151	4.006	0.573	994.854	2.437	12.812	30.368	5.782	11069.313	0.000	1.356	6.802	1.244	1171.896	0.000	0.041	0.391	0.063	35.707	0.000	0.166	1.335	0.262	143.377	0.000	0.764	1.295	0.228	659.801			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	49		868	900	#N/A	#N/A	2992	0.21 %	0.22	52.67	114.69	2.18	0.196	0.693	3.006	0.557	2072.512	0.000	0.218	2.026	0.209	651.605	0.000	1.034	4.735	0.690	3094.534	0.313	9.699	29.987	6.701	29020.151	0.000	1.153	6.811	1.110	3448.403	0.000	0.049	0.976	0.082	145.876	0.000	0.228	2.291	0.397	683.116	0.000	0.684	1.179	0.209	2047.596			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	50		1136	890	#N/A	#N/A	3296	0.23 %	0.44	52.10	96.17	1.85	0.194	0.707	2.760	0.518	2331.001	0.000	0.313	4.891	0.369	1030.765	0.000	1.067	3.588	0.605	3517.122	1.419	9.700	32.395	6.322	31970.764	0.000	2.600	55.250	5.765	8571.119	0.000	0.053	1.471	0.106	174.431	0.000	0.361	2.947	0.542	1188.347	0.000	0.756	2.061	0.217	2490.867			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	51		482	904	#N/A	#N/A	1024	0.07 %	0.59	36.00	40.00	1.11	0.191	0.567	2.084	0.478	580.512	0.000	0.075	0.411	0.078	76.543	0.000	0.488	2.429	0.543	499.756	0.008	4.661	18.475	4.710	4772.864	0.000	0.699	5.824	0.940	716.095	0.000	0.022	0.321	0.039	22.119	0.000	0.467	2.675	0.714	478.330	0.174	0.611	0.964	0.117	625.237			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	52		1048	922	#N/A	#N/A	1792	0.12 %	0.30	56.06	68.01	1.21	0.207	0.836	2.754	0.640	1498.462	0.000	0.402	5.861	0.586	720.604	0.000	1.524	3.997	0.581	2731.433	3.015	15.441	28.117	5.146	27670.826	0.000	2.820	17.210	2.332	5053.834	0.000	0.069	1.972	0.152	123.645	0.000	0.151	1.473	0.227	271.228	0.000	0.725	1.352	0.273	1299.882			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	53		1240	924	#N/A	#N/A	1840	0.13 %	0.29	34.94	86.00	2.46	0.212	0.697	3.403	0.548	1281.567	0.000	0.300	3.015	0.385	551.219	0.000	1.246	3.835	0.647	2292.111	1.881	12.695	33.197	7.244	23358.466	0.000	1.691	8.109	1.437	3111.322	0.000	0.068	1.077	0.143	124.971	0.000	0.253	1.945	0.379	465.318	0.000	0.795	1.434	0.237	1462.511			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	54		1348	930	#N/A	#N/A	1328	0.09 %	0.52	40.80	46.23	1.13	0.232	0.729	3.822	0.596	967.860	0.000	0.355	4.555	0.533	471.766	0.000	1.060	3.870	0.656	1407.201	1.173	9.530	36.869	7.181	12656.276	0.000	1.247	5.656	1.116	1655.710	0.000	0.036	0.343	0.051	47.841	0.000	0.339	2.560	0.498	450.072	0.000	0.785	1.516	0.231	1042.414			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	55		1290	942	#N/A	#N/A	1200	0.08 %	0.43	43.92	44.16	1.01	0.218	0.678	3.125	0.567	813.022	0.000	0.206	1.949	0.242	247.399	0.000	1.187	3.721	0.701	1424.090	1.216	12.949	33.002	8.003	15538.220	0.000	1.424	7.042	1.245	1709.050	0.000	0.026	0.276	0.043	31.622	0.000	0.183	1.257	0.249	219.371	0.000	0.783	1.459	0.228	939.602			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	56		982	982	#N/A	#N/A	4976	0.34 %	0.19	68.03	165.47	2.43	0.173	0.639	3.067	0.546	3178.590	0.000	0.430	5.130	0.539	2137.525	0.000	1.267	3.813	0.599	6304.822	0.988	12.616	36.031	5.968	62777.440	0.000	2.192	43.059	3.323	10907.669	0.000	0.060	2.090	0.119	299.781	0.000	0.200	2.198	0.320	995.629	0.000	0.795	1.813	0.219	3955.545			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	57		1244	974	#N/A	#N/A	784	0.05 %	0.57	28.05	40.02	1.43	0.252	0.627	2.526	0.514	491.777	0.000	0.127	1.135	0.148	99.612	0.000	0.731	2.678	0.560	573.298	0.716	7.029	26.906	6.253	5510.380	0.000	0.664	4.587	0.826	520.789	0.000	0.043	0.383	0.061	33.381	0.000	0.114	0.804	0.145	89.203	0.000	0.684	1.180	0.175	535.884			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Stroma	58		696	520	#N/A	#N/A	1334096	92.15 %	0.04	1051.96	1400.91	1.33	0.147	0.374	4.879	0.349	499421.103	0.000	0.157	11.007	0.357	209972.659	0.000	0.443	20.404	0.616	591623.736	0.000	4.513	49.393	5.895	6020940.018	0.000	0.688	55.168	1.653	917433.258	0.000	0.037	5.042	0.126	49177.948	0.000	0.039	2.576	0.044	51584.321	0.000	0.643	2.079	0.170	857702.041			0	0	0	0	
